2025-02-16 01:07:08.0|Info|Bootstrap|Starting Prowlarr - /app/prowlarr/bin/Prowlarr - Version 1.30.2.4939
2025-02-16 01:07:08.9|Info|AppFolderInfo|Data directory is being overridden to [/config]
2025-02-16 01:07:08.9|Info|AppFolderInfo|Data directory is being overridden to [/config]
2025-02-16 01:07:10.4|Info|AppFolderInfo|Data directory is being overridden to [/config]
2025-02-16 01:07:10.6|Warn|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|No XML encryptor configured. Key {b3817e0f-c672-4ad7-8ca0-d7964e654648} may be persisted to storage in unencrypted form.
2025-02-16 01:07:11.4|Info|MigrationController|*** Migrating data source=/config/prowlarr.db;cache size=-20000;datetimekind=Utc;journal mode=Wal;pooling=True;version=3;busytimeout=100 ***
2025-02-16 01:07:11.7|Info|FluentMigrator.Runner.MigrationRunner|DatabaseEngineVersionCheck migrating
2025-02-16 01:07:11.7|Info|FluentMigrator.Runner.MigrationRunner|PerformDBOperation 
2025-02-16 01:07:11.7|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Performing DB Operation
2025-02-16 01:07:12.0|Info|DatabaseEngineVersionCheck|SQLite 3.48.0
2025-02-16 01:07:12.0|Info|FluentMigrator.Runner.MigrationRunner|=> 0.2731146s
2025-02-16 01:07:12.0|Info|FluentMigrator.Runner.MigrationRunner|DatabaseEngineVersionCheck migrated
2025-02-16 01:07:12.0|Info|FluentMigrator.Runner.MigrationRunner|=> 0.2800945s
2025-02-16 01:07:12.1|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrating
2025-02-16 01:07:12.1|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2025-02-16 01:07:12.1|Info|FluentMigrator.Runner.MigrationRunner|CreateTable VersionInfo
2025-02-16 01:07:12.1|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "VersionInfo" ("Version" INTEGER NOT NULL)
2025-02-16 01:07:12.3|Info|FluentMigrator.Runner.MigrationRunner|=> 0.1644852s
2025-02-16 01:07:12.3|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2025-02-16 01:07:12.3|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrated
2025-02-16 01:07:12.3|Info|FluentMigrator.Runner.MigrationRunner|=> 0.2276573s
2025-02-16 01:07:12.4|Info|FluentMigrator.Runner.MigrationRunner|VersionUniqueMigration migrating
2025-02-16 01:07:12.4|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2025-02-16 01:07:12.4|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex VersionInfo (Version)
2025-02-16 01:07:12.4|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE UNIQUE INDEX "UC_Version" ON "VersionInfo" ("Version" ASC)
2025-02-16 01:07:12.4|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0073825s
2025-02-16 01:07:12.4|Info|FluentMigrator.Runner.MigrationRunner|AlterTable VersionInfo
2025-02-16 01:07:12.4|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0006143s
2025-02-16 01:07:12.4|Info|FluentMigrator.Runner.MigrationRunner|CreateColumn VersionInfo AppliedOn DateTime
2025-02-16 01:07:12.4|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|ALTER TABLE "VersionInfo" ADD COLUMN "AppliedOn" DATETIME
2025-02-16 01:07:12.5|Info|FluentMigrator.Runner.MigrationRunner|=> 0.006489s
2025-02-16 01:07:12.5|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2025-02-16 01:07:12.5|Info|FluentMigrator.Runner.MigrationRunner|VersionUniqueMigration migrated
2025-02-16 01:07:12.5|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0153832s
2025-02-16 01:07:12.5|Info|FluentMigrator.Runner.MigrationRunner|VersionDescriptionMigration migrating
2025-02-16 01:07:12.5|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2025-02-16 01:07:12.5|Info|FluentMigrator.Runner.MigrationRunner|AlterTable VersionInfo
2025-02-16 01:07:12.5|Info|FluentMigrator.Runner.MigrationRunner|=> 7.6E-05s
2025-02-16 01:07:12.5|Info|FluentMigrator.Runner.MigrationRunner|CreateColumn VersionInfo Description String
2025-02-16 01:07:12.5|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|ALTER TABLE "VersionInfo" ADD COLUMN "Description" TEXT
2025-02-16 01:07:12.5|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0013166s
2025-02-16 01:07:12.5|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2025-02-16 01:07:12.5|Info|FluentMigrator.Runner.MigrationRunner|VersionDescriptionMigration migrated
2025-02-16 01:07:12.5|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0184681s
2025-02-16 01:07:12.5|Info|FluentMigrator.Runner.MigrationRunner|1: InitialSetup migrating
2025-02-16 01:07:12.5|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2025-02-16 01:07:12.5|Info|InitialSetup|Starting migration of Main DB to 1
2025-02-16 01:07:12.6|Info|FluentMigrator.Runner.MigrationRunner|CreateTable Config
2025-02-16 01:07:12.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "Config" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Key" TEXT NOT NULL, "Value" TEXT NOT NULL)
2025-02-16 01:07:12.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0050035s
2025-02-16 01:07:12.6|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex Config (Key)
2025-02-16 01:07:12.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE UNIQUE INDEX "IX_Config_Key" ON "Config" ("Key" ASC)
2025-02-16 01:07:12.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0021067s
2025-02-16 01:07:12.6|Info|FluentMigrator.Runner.MigrationRunner|CreateTable History
2025-02-16 01:07:12.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "History" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "IndexerId" INTEGER NOT NULL, "Date" DATETIME NOT NULL, "Data" TEXT NOT NULL, "EventType" INTEGER, "DownloadId" TEXT)
2025-02-16 01:07:12.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0060519s
2025-02-16 01:07:12.6|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex History (DownloadId)
2025-02-16 01:07:12.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE INDEX "IX_History_DownloadId" ON "History" ("DownloadId" ASC)
2025-02-16 01:07:12.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0055251s
2025-02-16 01:07:12.6|Info|FluentMigrator.Runner.MigrationRunner|CreateTable Notifications
2025-02-16 01:07:12.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "Notifications" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Name" TEXT NOT NULL, "Settings" TEXT NOT NULL, "Implementation" TEXT NOT NULL, "ConfigContract" TEXT, "Tags" TEXT, "OnHealthIssue" INTEGER NOT NULL, "IncludeHealthWarnings" INTEGER NOT NULL)
2025-02-16 01:07:12.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0336717s
2025-02-16 01:07:12.6|Info|FluentMigrator.Runner.MigrationRunner|CreateTable ScheduledTasks
2025-02-16 01:07:12.6|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "ScheduledTasks" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "TypeName" TEXT NOT NULL, "Interval" INTEGER NOT NULL, "LastExecution" DATETIME NOT NULL, "LastStartTime" DATETIME)
2025-02-16 01:07:12.6|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0075195s
